,Apparel,Automotive,Beauty,Beverage,Business,Construction,Dining,Education,Financial,Food,Health and Medicine,Household,Shopping and Retail,Toiletries,Tourism and Travel,Transport and Logistics,Slogan
94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taryn Rose Luxury intelligence technology
95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All play No work
96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Your feet will feel better
97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The uncommon thread
98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The best socks on two feet
99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High tech for your feet
100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The performance sock company
101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Life is movement
102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,If feet talked they'd ask for Wigwams
103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We've got your feet covered
104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The world at your feet
105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comfort in socks
106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Help put Australia back on its feet
107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Get ready to go anywhere
108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,They fall up not down
109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inspired by movement
110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enduring comfort
111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Farm to Feet 100 American
112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Good for your feet Good for our world
113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clever engineering you can feel
114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Poetry for your feet
115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bless your feet
116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creating healthy feet
117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Love your feet
118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,More sock for the money
119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Air conditioning for feet
120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don't take off without them
121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Do what moves you
122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eco performance socks
123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Our socks to keep you going
124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Socks when you demand performance
125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fighting for better workwear
126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Love what you wear
127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hard Yakka Nothing's tougher
128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Let's get to work
129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,For the big jobs
130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Do it once do it well
131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Working hard never felt better
132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,If they were any tougher they'd rust
133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hard working hard wearing since 1922
134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dickies A legend in work
135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fit you Fit your job
136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prepare for the worst Wear the best
137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alexandra Clothes that mean business
138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Expect compliments
139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inspired comfort
140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Landau Made better
141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Live your life Love your job
142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enjoy work
143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clothing people at work
144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clothes designed to work
145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corporate clothing that people love to wear
146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corporate wear with a difference
147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mascot Tested to work
148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,It's gonna get dirty
149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protection at it's Best
150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Affordable durability
151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Designed to work as hard as you
152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Kap Done right
153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch your brand on
154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Show the world how smart you are
155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liz As delicate as a caress
156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Your not so secret weapon
157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The one and only Wonderbra
158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Next to myself I like BVD best
159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Triumph has the bra for the way you are
160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arktur Classic for men
161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Playtex Real solutions for today's women
162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Men don't want to look at naked men
163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blaupunkt The advantage in your car
164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kenwood Listen to the Future
165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rockford Fosgate Car audio for fanatics
166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Volfenhag A German Concept
167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kicker Fuel for Livin Loud
168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not just oil Pennzoil
169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Havoline Add More Life to Your Car
170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mobil 1 The oil that's changing oil
171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unlike any other
172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mercedes Benz The Future of the Automobile
173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineered to move the human spirit
174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Power of Dreams
175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,It must be love
176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Honda First man then machine
177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology you can enjoy
178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The True Definition of Luxury Yours
179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acura Precision Crafted Performance
180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Driven by passion FIAT
181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alfa Romeo Beauty is not enough
182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Power for your control
183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Volvo For life
184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Subaru Think Feel Drive
185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Driven By What's Inside
186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,When You Get It You Get It
187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Beauty of All Wheel Drive
188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ford Feel the difference
189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ford Bold moves
190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Built for life in Canada
191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Built for the road ahead
192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ford Designed for living Engineered to last
193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Have you driven a Ford lately
194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Infiniti Accelerating the Future
195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drive happy
196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Britain's leading car hypermarket
197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Driven to exceed expectations
198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes we make it easy
199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Your family car store
200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enjoy car shopping
201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,As individual as you are
202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arnold Clark It's about you
203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promises delivered
204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keeping you on the move
205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Driven by you
206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Believe in nice
207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The best deals on four wheels
208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The hassle free way to buy a car
209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drive what's possible
210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CarMax Start here
211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The way car buying should be
212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cars you love at prices you can not resist
213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friendliest car store on the planet
214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The world's largest classic car company
215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We share your passion
216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nobody beats Brondes
217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All roads lead to Hilton
218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Where the sale never ends
219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,You know where we are
220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,It's all good at Applewood
221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Customers for life
222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Service you expect at a price you wouldn t
223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We let our prices do the talking
224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haggle free buying Worry free ownership
225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,You can count on us
226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We'll make you a great deal today
227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,For the love of cars
228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A great deal better
229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Where you save a fistfull of dollars
230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We don't sell cars We help people buy them
231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Used cars so good we've put our name to them
232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Montero Sport Perfect for damaged surfaces
233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mazda Fighter Men only
234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Designed to save lives
235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Volkswagen Golf One of the greatest pleasures you can have
236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Volkswagen GTI For boys who were always men
237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Audu S line More horses fewer seconds
238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protection on all sides
239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beyond rational
240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Renault Twingo 20 km per liter 800 km per tank
241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nissan Primera Designed to improve your performance
242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terrano II by Nissan airlines
243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Micra Ask before you borrow it
244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The most reliable member of your family
245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fiat Seicento Be small again
246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hand built by robots
247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Put your money on the Favorit
248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peugeot 607 More feline than ever
249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buick Park Avenue The Power Of Understatement
250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,You re due Definitely due
251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Following your own rules Audi A6
252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The New Jag Generation
253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Volkswagen Polo Built to protect
254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Think Small
255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Renault Clio Size matters
256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Is it Love
257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,It's a miracle but we've made it
258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Range Rover It's how the smooth take the rough
259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIA cee'd Responds to your life
260,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seat Ibiza Different rituals same spirit
261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vauxhall Put the fun back into driving
262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toyota Yaris Treat it with respect
263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toyota Corolla A car to be proud of
264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The 7 seat Verso Have kids Keep your style
265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prius Mean but green
266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Built Ford tough
267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Love the road
268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hertz Rent wisely
269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hertz Fun collection
270,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small world Small rates
271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Budget Get out of the ordinary
272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All the difference in the world
273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The natural choice
274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,When you re ready we re ready
275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Avis It's your space
276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We re trying harder than ever
277,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Avis We try harder
278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We re number two We try harder
279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europcar Moving your way
280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Driven by you
281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,You rent a lot more than a car
282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The worldwide welcome
283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,You re better off driving our way
284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guy Salmon Prestige rental
285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alamo Drive happy
286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,It comes with the territory
287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,If service counts count on us
288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thrifty Saves you money
289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,How can we help today
290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Now that's Thrifty thinking
291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home of our lowest rates
292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The driving force of the 90 s
293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunny Cars Rent a smile
294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flexible Accessible Affordable
295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Enterprise We'll pick you up
296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Get lost with County
297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The best solution in vehicle hire
298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taking risk out of rental
299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ryder Keeping things moving
300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We keep you moving
301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Your partner in transportation
302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,More truck for your buck
303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canada coast to coast
304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hire intelligence
305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We re here to help you get out there
306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,You choose where we take it there
